survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,embarked_Q,embarked_S,who_man,who_woman,class_Second,class_Third
0,3,1,28,0,0,7.225,True,True,False,False,True,False,False,True
0,3,1,28,0,0,9.5,True,True,False,True,True,False,False,True
1,1,0,22,0,1,55.0,False,False,False,True,False,True,False,False
0,2,0,38,0,0,13.0,False,True,False,True,False,True,True,False
1,3,0,28,0,0,7.8792,False,True,True,False,False,True,False,True
1,3,0,28,0,0,7.8792,False,True,True,False,False,True,False,True
0,3,1,40,1,4,27.9,True,False,False,True,True,False,False,True
0,2,1,29,1,0,27.7208,True,False,False,False,True,False,True,False
0,3,0,45,0,1,14.4542,False,False,False,False,False,True,False,True
0,3,1,35,0,0,7.05,True,True,False,True,True,False,False,True
0,3,1,28,1,0,15.5,True,False,True,False,True,False,False,True
0,3,1,30,0,0,7.25,True,True,False,True,True,False,False,True
1,1,0,60,1,0,75.25,False,False,False,False,False,True,False,False
1,3,0,28,0,0,7.2292,False,True,False,False,False,True,False,True
1,3,0,28,0,0,7.75,False,True,True,False,False,True,False,True
1,1,0,24,0,0,69.3,False,True,False,False,False,True,False,False
1,1,1,25,1,0,55.4417,True,False,False,False,True,False,False,False
0,3,1,18,1,0,6.4958,True,False,False,True,True,False,False,True
0,3,1,19,0,0,8.05,True,True,False,True,True,False,False,True
0,1,1,22,0,0,135.6333,True,True,False,False,True,False,False,False
0,3,0,3,3,1,21.075,False,False,False,True,False,False,False,True
1,1,0,28,1,0,82.1708,False,False,False,False,False,True,False,False
1,3,0,22,0,0,7.25,False,True,False,True,False,True,False,True
0,1,1,27,0,2,211.5,True,False,False,False,True,False,False,False
0,3,1,20,0,0,4.0125,True,True,False,False,True,False,False,True
0,3,1,19,0,0,7.775,True,True,False,True,True,False,False,True
1,1,0,42,0,0,227.525,False,True,False,False,False,True,False,False
1,3,0,1,0,2,15.7417,False,False,False,False,False,False,False,True
0,3,1,32,0,0,7.925,True,True,False,True,True,False,False,True
1,1,0,35,1,0,52.0,False,False,False,True,False,True,False,False
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True
0,2,1,18,0,0,73.5,True,True,False,True,True,False,True,False
0,3,1,1,5,2,46.9,False,False,False,True,False,False,False,True
1,2,0,36,0,0,13.0,False,True,False,True,False,True,True,False
0,3,1,28,0,0,7.7292,True,True,True,False,True,False,False,True
1,2,0,17,0,0,12.0,False,True,False,False,False,True,True,False
1,1,1,36,1,2,120.0,True,False,False,True,True,False,False,False
1,3,1,21,0,0,7.7958,True,True,False,True,True,False,False,True
0,3,1,28,2,0,7.925,True,False,False,True,True,False,False,True
1,1,0,23,1,0,113.275,False,False,False,False,False,True,False,False
1,3,0,24,0,2,16.7,False,False,False,True,False,True,False,True
0,3,1,22,0,0,7.7958,True,True,False,True,True,False,False,True
0,3,0,31,0,0,7.8542,False,True,False,True,False,True,False,True
0,2,1,46,0,0,26.0,True,True,False,True,True,False,True,False
0,2,1,23,0,0,10.5,True,True,False,True,True,False,True,False
1,2,0,28,0,0,12.65,False,True,False,True,False,True,True,False
1,3,1,39,0,0,7.925,True,True,False,True,True,False,False,True
0,3,1,26,0,0,8.05,True,True,False,True,True,False,False,True
0,3,0,21,1,0,9.825,False,False,False,True,False,True,False,True
0,3,1,28,1,0,15.85,True,False,False,True,True,False,False,True
0,3,0,20,0,0,8.6625,False,True,False,True,False,True,False,True
0,2,1,34,1,0,21.0,True,False,False,True,True,False,True,False
0,3,1,51,0,0,7.75,True,True,False,True,True,False,False,True
1,2,1,3,1,1,18.75,False,False,False,True,False,False,True,False
0,3,1,21,0,0,7.775,True,True,False,True,True,False,False,True
0,3,0,28,3,1,25.4667,False,False,False,True,False,True,False,True
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True
0,3,1,28,0,0,6.8583,True,True,True,False,True,False,False,True
1,1,0,33,1,0,90.0,False,False,True,False,False,True,False,False
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False
1,3,1,44,0,0,7.925,True,True,False,True,True,False,False,True
0,3,0,28,0,0,8.05,False,True,False,True,False,True,False,True
1,2,0,34,1,1,32.5,False,False,False,True,False,True,True,False
1,2,0,18,0,2,13.0,False,False,False,True,False,True,True,False
0,2,1,30,0,0,13.0,True,True,False,True,True,False,True,False
0,3,0,10,0,2,24.15,False,False,False,True,False,False,False,True
0,3,1,28,0,0,7.8958,True,True,False,False,True,False,False,True
0,3,1,21,0,0,7.7333,True,True,True,False,True,False,False,True
0,3,1,29,0,0,7.875,True,True,False,True,True,False,False,True
0,3,0,28,1,1,14.4,False,False,False,True,False,True,False,True
0,3,1,18,1,1,20.2125,True,False,False,True,True,False,False,True
0,3,1,28,0,0,7.25,True,True,False,True,True,False,False,True
1,2,0,28,1,0,26.0,False,False,False,True,False,True,True,False
1,2,0,19,0,0,26.0,False,True,False,True,False,True,True,False
0,3,1,28,0,0,7.75,True,True,True,False,True,False,False,True
1,3,1,32,0,0,8.05,True,True,False,True,True,False,False,True
1,1,1,28,0,0,26.55,True,True,False,True,True,False,False,False
1,3,0,28,1,0,16.1,False,False,False,True,False,True,False,True
1,2,0,42,1,0,26.0,False,False,False,True,False,True,True,False
0,3,1,17,0,0,7.125,True,True,False,True,True,False,False,True
0,1,1,50,1,0,55.9,True,False,False,True,True,False,False,False
1,1,0,14,1,2,120.0,False,False,False,True,False,False,False,False
0,3,0,21,2,2,34.375,False,False,False,True,False,True,False,True
1,2,0,24,2,3,18.75,False,False,False,True,False,True,True,False
0,1,1,64,1,4,263.0,True,False,False,True,True,False,False,False
0,2,1,31,0,0,10.5,True,True,False,True,True,False,True,False
1,2,0,45,1,1,26.25,False,False,False,True,False,True,True,False
0,3,1,20,0,0,9.5,True,True,False,True,True,False,False,True
0,3,1,25,1,0,7.775,True,False,False,True,True,False,False,True
1,2,0,28,0,0,13.0,False,True,False,True,False,True,True,False
1,3,1,28,0,0,8.1125,True,True,False,True,True,False,False,True
1,1,1,4,0,2,81.8583,False,False,False,True,False,False,False,False
1,2,0,13,0,1,19.5,False,False,False,True,False,False,True,False
1,1,1,34,0,0,26.55,True,True,False,True,True,False,False,False
1,3,0,5,2,1,19.2583,False,False,False,False,False,False,False,True
1,1,1,52,0,0,30.5,True,True,False,True,True,False,False,False
0,2,1,36,1,2,27.75,True,False,False,True,True,False,True,False
0,3,1,28,1,0,19.9667,True,False,False,True,True,False,False,True
0,1,1,30,0,0,27.75,True,True,False,False,True,False,False,False
1,1,1,49,1,0,89.1042,True,False,False,False,True,False,False,False
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True
1,3,1,29,0,0,7.8958,True,True,False,False,True,False,False,True
0,1,1,65,0,0,26.55,True,True,False,True,True,False,False,False
1,1,0,28,1,0,51.8625,False,False,False,True,False,True,False,False
1,2,0,50,0,0,10.5,False,True,False,True,False,True,True,False
0,3,1,28,0,0,7.75,True,True,True,False,True,False,False,True
1,1,1,48,0,0,26.55,True,True,False,True,True,False,False,False
0,3,1,34,0,0,8.05,True,True,False,True,True,False,False,True
0,1,1,47,0,0,38.5,True,True,False,True,True,False,False,False
0,2,1,48,0,0,13.0,True,True,False,True,True,False,True,False
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True
0,3,1,38,0,0,7.05,True,True,False,True,True,False,False,True
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False
0,1,1,56,0,0,26.55,True,True,False,True,True,False,False,False
0,3,1,28,0,0,7.725,True,True,True,False,True,False,False,True
1,3,0,0,2,1,19.2583,False,False,False,False,False,False,False,True
0,3,1,28,0,0,7.25,True,True,False,True,True,False,False,True
0,3,1,38,0,0,8.6625,True,True,False,True,True,False,False,True
1,2,0,33,1,2,27.75,False,False,False,True,False,True,True,False
1,2,0,23,0,0,13.7917,False,True,False,False,False,True,True,False
0,3,0,22,0,0,9.8375,False,True,False,True,False,True,False,True
0,1,1,28,0,0,52.0,True,True,False,True,True,False,False,False
0,2,1,34,1,0,21.0,True,False,False,True,True,False,True,False
0,3,1,29,1,0,7.0458,True,False,False,True,True,False,False,True
0,3,1,22,0,0,7.5208,True,True,False,True,True,False,False,True
1,3,0,2,0,1,12.2875,False,False,False,True,False,False,False,True
0,3,1,9,5,2,46.9,False,False,False,True,False,False,False,True
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False
0,3,1,50,0,0,8.05,True,True,False,True,True,False,False,True
1,3,0,63,0,0,9.5875,False,True,False,True,False,True,False,True
1,1,1,25,1,0,91.0792,True,False,False,False,True,False,False,False
0,3,0,28,3,1,25.4667,False,False,False,True,False,True,False,True
1,1,0,35,1,0,90.0,False,False,False,True,False,True,False,False
0,1,1,58,0,0,29.7,True,True,False,False,True,False,False,False
0,3,1,30,0,0,8.05,True,True,False,True,True,False,False,True
1,3,1,9,1,1,15.9,False,False,False,True,False,False,False,True
0,3,1,28,1,0,19.9667,True,False,False,True,True,False,False,True
0,3,1,21,0,0,7.25,True,True,False,True,True,False,False,True
0,1,1,55,0,0,30.5,True,True,False,True,True,False,False,False
0,1,1,71,0,0,49.5042,True,True,False,False,True,False,False,False
0,3,1,21,0,0,8.05,True,True,False,True,True,False,False,True
0,3,1,28,0,0,14.4583,True,True,False,False,True,False,False,True
1,1,0,54,1,0,78.2667,False,False,False,False,False,True,False,False
0,3,1,28,0,0,15.1,True,True,False,True,True,False,False,True
0,1,0,25,1,2,151.55,False,False,False,True,False,True,False,False
0,3,1,24,0,0,7.7958,True,True,False,True,True,False,False,True
0,3,1,17,0,0,8.6625,True,True,False,True,True,False,False,True
0,3,0,21,0,0,7.75,False,True,True,False,False,True,False,True
0,3,0,28,0,0,7.6292,False,True,True,False,False,True,False,True
0,3,0,37,0,0,9.5875,False,True,False,True,False,True,False,True
1,1,0,16,0,0,86.5,False,True,False,True,False,True,False,False
0,1,1,18,1,0,108.9,True,False,False,False,True,False,False,False
1,2,0,33,0,2,26.0,False,False,False,True,False,True,True,False
1,1,1,28,0,0,26.55,True,True,False,True,True,False,False,False
0,3,1,28,0,0,22.525,True,True,False,True,True,False,False,True
1,3,1,26,0,0,56.4958,True,True,False,True,True,False,False,True
1,3,1,29,0,0,7.75,True,True,True,False,True,False,False,True
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True
1,1,1,36,0,0,26.2875,True,True,False,True,True,False,False,False
1,1,0,54,1,0,59.4,False,False,False,False,False,True,False,False
0,3,1,24,0,0,7.4958,True,True,False,True,True,False,False,True
0,1,1,47,0,0,34.0208,True,True,False,True,True,False,False,False
1,2,0,34,0,0,10.5,False,True,False,True,False,True,True,False
0,3,1,28,0,0,24.15,True,True,True,False,True,False,False,True
1,2,0,36,1,0,26.0,False,False,False,True,False,True,True,False
0,3,1,32,0,0,7.8958,True,True,False,True,True,False,False,True
1,1,0,30,0,0,93.5,False,True,False,True,False,True,False,False
0,3,1,22,0,0,7.8958,True,True,False,True,True,False,False,True
0,3,1,28,0,0,7.225,True,True,False,False,True,False,False,True
1,1,0,44,0,1,57.9792,False,False,False,False,False,True,False,False
0,3,1,28,0,0,7.2292,True,True,False,False,True,False,False,True
0,3,1,40,0,0,7.75,True,True,True,False,True,False,False,True
1,2,0,50,0,0,10.5,False,True,False,True,False,True,True,False
0,1,1,28,0,0,221.7792,True,True,False,True,True,False,False,False
0,3,1,39,0,0,7.925,True,True,False,True,True,False,False,True
0,2,1,23,2,1,11.5,True,False,False,True,True,False,True,False
1,2,0,2,1,1,26.0,False,False,False,True,False,False,True,False
0,3,1,28,0,0,7.2292,True,True,False,False,True,False,False,True
0,3,1,17,1,1,7.2292,True,False,False,False,True,False,False,True
1,3,0,28,0,2,22.3583,False,False,False,False,False,True,False,True
0,3,0,30,0,0,8.6625,False,True,False,True,False,True,False,True
1,2,0,7,0,2,26.25,False,False,False,True,False,False,True,False
0,1,1,45,0,0,26.55,True,True,False,True,True,False,False,False
1,1,0,30,0,0,106.425,False,True,False,False,False,True,False,False
0,3,1,28,0,0,14.5,True,True,False,True,True,False,False,True
1,1,0,22,0,2,49.5,False,False,False,False,False,True,False,False
1,1,0,36,0,2,71.0,False,False,False,True,False,True,False,False
0,3,0,9,4,2,31.275,False,False,False,True,False,False,False,True
0,3,0,11,4,2,31.275,False,False,False,True,False,False,False,True
1,2,1,32,1,0,26.0,True,False,False,True,True,False,True,False
0,1,1,50,1,0,106.425,True,False,False,False,True,False,False,False
0,1,1,64,0,0,26.0,True,True,False,True,True,False,False,False
1,2,0,19,1,0,26.0,False,False,False,True,False,True,True,False
1,2,1,28,0,0,13.8625,True,True,False,False,True,False,True,False
0,3,1,33,1,1,20.525,True,False,False,True,True,False,False,True
1,2,1,8,1,1,36.75,False,False,False,True,False,False,True,False
1,1,1,17,0,2,110.8833,True,False,False,False,True,False,False,False
0,2,1,27,0,0,26.0,True,True,False,True,True,False,True,False
0,3,1,28,0,0,7.8292,True,True,True,False,True,False,False,True
1,3,1,22,0,0,7.225,True,True,False,False,True,False,False,True
1,3,0,22,0,0,7.775,False,True,False,True,False,True,False,True
0,1,1,62,0,0,26.55,True,True,False,True,True,False,False,False
1,1,0,48,1,0,39.6,False,False,False,False,False,True,False,False
0,1,1,28,0,0,227.525,True,True,False,False,True,False,False,False
1,1,0,39,1,1,79.65,False,False,False,True,False,True,False,False
1,3,0,36,1,0,17.4,False,False,False,True,False,True,False,True
0,3,1,28,0,0,7.75,True,True,True,False,True,False,False,True
0,3,1,40,0,0,7.8958,True,True,False,True,True,False,False,True
0,2,1,28,0,0,13.5,True,True,False,True,True,False,True,False
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True
0,3,0,28,0,0,8.05,False,True,False,True,False,True,False,True
0,3,1,24,2,0,24.15,True,False,False,True,True,False,False,True
0,3,1,19,0,0,7.8958,True,True,False,True,True,False,False,True
0,3,0,29,0,4,21.075,False,False,False,True,False,True,False,True
0,3,1,28,0,0,7.2292,True,True,False,False,True,False,False,True
1,3,1,32,0,0,7.8542,True,True,False,True,True,False,False,True
1,2,1,62,0,0,10.5,True,True,False,True,True,False,True,False
1,1,0,53,2,0,51.4792,False,False,False,True,False,True,False,False
1,1,1,36,0,0,26.3875,True,True,False,True,True,False,False,False
1,3,0,28,0,0,7.75,False,True,True,False,False,True,False,True
0,3,1,16,0,0,8.05,True,True,False,True,True,False,False,True
0,3,1,19,0,0,14.5,True,True,False,True,True,False,False,True
1,2,0,34,0,0,13.0,False,True,False,True,False,True,True,False
1,1,0,39,1,0,55.9,False,False,False,True,False,True,False,False
0,3,0,28,1,0,14.4583,False,False,False,False,False,True,False,True
1,3,1,32,0,0,7.925,True,True,False,True,True,False,False,True
1,2,0,25,1,1,30.0,False,False,False,True,False,True,True,False
1,1,0,39,1,1,110.8833,False,False,False,False,False,True,False,False
0,2,1,54,0,0,26.0,True,True,False,True,True,False,True,False
0,1,1,36,0,0,40.125,True,True,False,False,True,False,False,False
0,3,1,28,0,0,8.7125,True,True,False,False,True,False,False,True
1,1,0,18,0,2,79.65,False,False,False,True,False,True,False,False
0,2,1,47,0,0,15.0,True,True,False,True,True,False,True,False
1,1,1,60,1,1,79.2,True,False,False,False,True,False,False,False
0,3,1,22,0,0,8.05,True,True,False,True,True,False,False,True
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True
0,3,1,35,0,0,7.125,True,True,False,True,True,False,False,True
1,1,0,52,1,0,78.2667,False,False,False,False,False,True,False,False
0,3,1,47,0,0,7.25,True,True,False,True,True,False,False,True
0,3,0,28,0,2,7.75,False,False,True,False,False,True,False,True
0,2,1,37,1,0,26.0,True,False,False,True,True,False,True,False
0,3,1,36,1,1,24.15,True,False,False,True,True,False,False,True
1,2,0,28,0,0,33.0,False,True,False,True,False,True,True,False
0,3,1,49,0,0,0.0,True,True,False,True,True,False,False,True
0,3,1,28,0,0,7.225,True,True,False,False,True,False,False,True
1,1,1,49,1,0,56.9292,True,False,False,False,True,False,False,False
1,2,0,24,2,1,27.0,False,False,False,True,False,True,True,False
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True
0,1,1,28,0,0,42.4,True,True,False,True,True,False,False,False
0,3,1,44,0,0,8.05,True,True,False,True,True,False,False,True
1,1,1,35,0,0,26.55,True,True,False,False,True,False,False,False
0,3,1,36,1,0,15.55,True,False,False,True,True,False,False,True
0,3,1,30,0,0,7.8958,True,True,False,True,True,False,False,True
1,1,1,27,0,0,30.5,True,True,False,True,True,False,False,False
1,2,0,22,1,2,41.5792,False,False,False,False,False,True,True,False
1,1,0,40,0,0,153.4625,False,True,False,True,False,True,False,False
0,3,0,39,1,5,31.275,False,False,False,True,False,True,False,True
0,3,1,28,0,0,7.05,True,True,False,True,True,False,False,True
1,3,0,28,1,0,15.5,False,False,True,False,False,True,False,True
0,3,1,28,0,0,7.75,True,True,True,False,True,False,False,True
0,3,1,35,0,0,8.05,True,True,False,True,True,False,False,True
1,2,0,24,1,2,65.0,False,False,False,True,False,True,True,False
0,3,1,34,1,1,14.4,True,False,False,True,True,False,False,True
0,3,0,26,1,0,16.1,False,False,False,True,False,True,False,True
1,2,0,4,2,1,39.0,False,False,False,True,False,False,True,False
0,2,1,26,0,0,10.5,True,True,False,True,True,False,True,False
0,3,1,27,1,0,14.4542,True,False,False,False,True,False,False,True
1,1,1,42,1,0,52.5542,True,False,False,True,True,False,False,False
1,3,1,20,1,1,15.7417,True,False,False,False,True,False,False,True
0,3,1,21,0,0,7.8542,True,True,False,True,True,False,False,True
0,3,1,21,0,0,16.1,True,True,False,True,True,False,False,True
0,1,1,61,0,0,32.3208,True,True,False,True,True,False,False,False
0,2,1,57,0,0,12.35,True,True,True,False,True,False,True,False
1,1,0,21,0,0,77.9583,False,True,False,True,False,True,False,False
0,3,1,26,0,0,7.8958,True,True,False,True,True,False,False,True
0,3,1,28,0,0,7.7333,True,True,True,False,True,False,False,True
1,1,1,80,0,0,30.0,True,True,False,True,True,False,False,False
0,3,1,51,0,0,7.0542,True,True,False,True,True,False,False,True
1,1,1,32,0,0,30.5,True,True,False,False,True,False,False,False
0,1,1,28,0,0,0.0,True,True,False,True,True,False,False,False
0,3,0,9,3,2,27.9,False,False,False,True,False,False,False,True
1,2,0,28,0,0,13.0,False,True,False,True,False,True,True,False
0,3,1,32,0,0,7.925,True,True,False,True,True,False,False,True
0,2,1,31,1,1,26.25,True,False,False,True,True,False,True,False
0,3,0,41,0,5,39.6875,False,False,False,True,False,True,False,True
0,3,1,28,1,0,16.1,True,False,False,True,True,False,False,True
0,3,1,20,0,0,7.8542,True,True,False,True,True,False,False,True
1,1,0,24,0,0,69.3,False,True,False,False,False,True,False,False
0,3,0,2,3,2,27.9,False,False,False,True,False,False,False,True
1,3,1,28,0,0,56.4958,True,True,False,True,True,False,False,True
1,3,0,0,2,1,19.2583,False,False,False,False,False,False,False,True
1,1,1,48,1,0,76.7292,True,False,False,False,True,False,False,False
0,3,1,19,0,0,7.8958,True,True,False,True,True,False,False,True
1,1,1,56,0,0,35.5,True,True,False,False,True,False,False,False
0,3,1,28,0,0,7.55,True,True,False,True,True,False,False,True
1,3,0,23,0,0,7.55,False,True,False,True,False,True,False,True
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True
1,2,0,18,0,1,23.0,False,False,False,True,False,True,True,False
0,3,1,21,0,0,8.4333,True,True,False,True,True,False,False,True
1,3,0,28,0,0,7.8292,False,True,True,False,False,True,False,True
0,3,0,18,0,0,6.75,False,True,True,False,False,True,False,True
0,2,1,24,2,0,73.5,True,False,False,True,True,False,True,False
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True
0,3,0,32,1,1,15.5,False,False,True,False,False,True,False,True
0,2,1,23,0,0,13.0,True,True,False,True,True,False,True,False
0,1,1,58,0,2,113.275,True,False,False,False,True,False,False,False
1,1,1,50,2,0,133.65,True,False,False,True,True,False,False,False
0,3,1,40,0,0,7.225,True,True,False,False,True,False,False,True
0,1,1,47,0,0,25.5875,True,True,False,True,True,False,False,False
0,3,1,36,0,0,7.4958,True,True,False,True,True,False,False,True
1,3,1,20,1,0,7.925,True,False,False,True,True,False,False,True
0,2,1,32,2,0,73.5,True,False,False,True,True,False,True,False
0,2,1,25,0,0,13.0,True,True,False,True,True,False,True,False
0,3,1,28,0,0,7.775,True,True,False,True,True,False,False,True
0,3,1,43,0,0,8.05,True,True,False,True,True,False,False,True
1,1,0,28,1,0,52.0,False,False,False,True,False,True,False,False
1,2,0,40,1,1,39.0,False,False,False,True,False,True,True,False
0,1,1,31,1,0,52.0,True,False,False,True,True,False,False,False
0,2,1,70,0,0,10.5,True,True,False,True,True,False,True,False
1,2,1,31,0,0,13.0,True,True,False,True,True,False,True,False
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False
0,3,1,18,0,0,7.775,True,True,False,True,True,False,False,True
0,3,1,24,0,0,8.05,True,True,False,True,True,False,False,True
1,3,0,18,0,0,9.8417,False,True,False,True,False,True,False,True
0,3,0,43,1,6,46.9,False,False,False,True,False,True,False,True
1,1,1,36,0,1,512.3292,True,False,False,False,True,False,False,False
0,3,0,28,0,0,8.1375,False,True,True,False,False,True,False,True
1,1,1,27,0,0,76.7292,True,True,False,False,True,False,False,False
0,3,1,20,0,0,9.225,True,True,False,True,True,False,False,True
0,3,1,14,5,2,46.9,False,False,False,True,False,False,False,True
0,2,1,60,1,1,39.0,True,False,False,True,True,False,True,False
0,2,1,25,1,2,41.5792,True,False,False,False,True,False,True,False
0,3,1,14,4,1,39.6875,False,False,False,True,False,False,False,True
0,3,1,19,0,0,10.1708,True,True,False,True,True,False,False,True
0,3,1,18,0,0,7.7958,True,True,False,True,True,False,False,True
1,1,0,15,0,1,211.3375,False,False,False,True,False,False,False,False
1,1,1,31,1,0,57.0,True,False,False,True,True,False,False,False
1,3,0,4,0,1,13.4167,False,False,False,False,False,False,False,True
1,3,1,28,0,0,56.4958,True,True,False,True,True,False,False,True
0,3,1,25,0,0,7.225,True,True,False,False,True,False,False,True
0,1,1,60,0,0,26.55,True,True,False,True,True,False,False,False
0,2,1,52,0,0,13.5,True,True,False,True,True,False,True,False
0,3,1,44,0,0,8.05,True,True,False,True,True,False,False,True
1,3,0,28,0,0,7.7333,False,True,True,False,False,True,False,True
0,1,1,49,1,1,110.8833,True,False,False,False,True,False,False,False
0,3,1,42,0,0,7.65,True,True,False,True,True,False,False,True
1,1,0,18,1,0,227.525,False,False,False,False,False,True,False,False
1,1,1,35,0,0,26.2875,True,True,False,True,True,False,False,False
0,3,0,18,0,1,14.4542,False,False,False,False,False,True,False,True
0,3,1,25,0,0,7.7417,True,True,True,False,True,False,False,True
0,3,1,26,1,0,7.8542,True,False,False,True,True,False,False,True
0,2,1,39,0,0,26.0,True,True,False,True,True,False,True,False
1,2,0,45,0,0,13.5,False,True,False,True,False,True,True,False
1,1,1,42,0,0,26.2875,True,True,False,True,True,False,False,False
1,1,0,22,0,0,151.55,False,True,False,True,False,True,False,False
1,3,1,28,1,1,15.2458,True,False,False,False,True,False,False,True
1,1,0,24,0,0,49.5042,False,True,False,False,False,True,False,False
0,1,1,28,0,0,26.55,True,True,False,True,True,False,False,False
