survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,embarked_Q,embarked_S,who_man,who_woman,class_Second,class_Third,family_size,age_bin,fare_bin,fare_per_person
1,2,0,23,0,0,13.7917,False,True,False,False,False,True,True,False,1,2,1,13.7917
0,3,0,22,0,0,9.8375,False,True,False,True,False,True,False,True,1,2,1,9.8375
0,1,1,28,0,0,52.0,True,True,False,True,True,False,False,False,1,2,3,52.0
0,2,1,34,1,0,21.0,True,False,False,True,True,False,True,False,2,2,2,10.5
0,3,1,29,1,0,7.0458,True,False,False,True,True,False,False,True,2,2,0,3.5229
0,3,1,22,0,0,7.5208,True,True,False,True,True,False,False,True,1,2,0,7.5208
1,3,0,2,0,1,12.2875,False,False,False,True,False,False,False,True,2,0,1,6.14375
0,3,1,9,5,2,46.9,False,False,False,True,False,False,False,True,8,0,3,5.8625
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False,1,2,0,0.0
0,3,1,50,0,0,8.05,True,True,False,True,True,False,False,True,1,3,1,8.05
1,3,0,63,0,0,9.5875,False,True,False,True,False,True,False,True,1,,1,9.5875
1,1,1,25,1,0,91.0792,True,False,False,False,True,False,False,False,2,2,3,45.5396
0,3,0,28,3,1,25.4667,False,False,False,True,False,True,False,True,5,2,2,5.0933399999999995
1,1,0,35,1,0,90.0,False,False,False,True,False,True,False,False,2,2,3,45.0
0,1,1,58,0,0,29.7,True,True,False,False,True,False,False,False,1,3,2,29.7
0,3,1,30,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
1,3,1,9,1,1,15.9,False,False,False,True,False,False,False,True,3,0,2,5.3
0,3,1,28,1,0,19.9667,True,False,False,True,True,False,False,True,2,2,2,9.98335
0,3,1,21,0,0,7.25,True,True,False,True,True,False,False,True,1,2,0,7.25
0,1,1,55,0,0,30.5,True,True,False,True,True,False,False,False,1,3,2,30.5
0,1,1,71,0,0,49.5042,True,True,False,False,True,False,False,False,1,,3,49.5042
0,3,1,21,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
0,3,1,28,0,0,14.4583,True,True,False,False,True,False,False,True,1,2,1,14.4583
1,1,0,54,1,0,78.2667,False,False,False,False,False,True,False,False,2,3,3,39.13335
0,3,1,28,0,0,15.1,True,True,False,True,True,False,False,True,1,2,2,15.1
0,1,0,25,1,2,151.55,False,False,False,True,False,True,False,False,4,2,3,37.8875
0,3,1,24,0,0,7.7958,True,True,False,True,True,False,False,True,1,2,0,7.7958
0,3,1,17,0,0,8.6625,True,True,False,True,True,False,False,True,1,1,1,8.6625
0,3,0,21,0,0,7.75,False,True,True,False,False,True,False,True,1,2,0,7.75
0,3,0,28,0,0,7.6292,False,True,True,False,False,True,False,True,1,2,0,7.6292
0,3,0,37,0,0,9.5875,False,True,False,True,False,True,False,True,1,3,1,9.5875
1,1,0,16,0,0,86.5,False,True,False,True,False,True,False,False,1,1,3,86.5
0,1,1,18,1,0,108.9,True,False,False,False,True,False,False,False,2,1,3,54.45
1,2,0,33,0,2,26.0,False,False,False,True,False,True,True,False,3,2,2,8.666666666666666
1,1,1,28,0,0,26.55,True,True,False,True,True,False,False,False,1,2,2,26.55
0,3,1,28,0,0,22.525,True,True,False,True,True,False,False,True,1,2,2,22.525
1,3,1,26,0,0,56.4958,True,True,False,True,True,False,False,True,1,2,3,56.4958
1,3,1,29,0,0,7.75,True,True,True,False,True,False,False,True,1,2,0,7.75
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
1,1,1,36,0,0,26.2875,True,True,False,True,True,False,False,False,1,3,2,26.2875
1,1,0,54,1,0,59.4,False,False,False,False,False,True,False,False,2,3,3,29.7
0,3,1,24,0,0,7.4958,True,True,False,True,True,False,False,True,1,2,0,7.4958
0,1,1,47,0,0,34.0208,True,True,False,True,True,False,False,False,1,3,3,34.0208
1,2,0,34,0,0,10.5,False,True,False,True,False,True,True,False,1,2,1,10.5
0,3,1,28,0,0,24.15,True,True,True,False,True,False,False,True,1,2,2,24.15
1,2,0,36,1,0,26.0,False,False,False,True,False,True,True,False,2,3,2,13.0
0,3,1,32,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
1,1,0,30,0,0,93.5,False,True,False,True,False,True,False,False,1,2,3,93.5
0,3,1,22,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
0,3,1,28,0,0,7.225,True,True,False,False,True,False,False,True,1,2,0,7.225
1,1,0,44,0,1,57.9792,False,False,False,False,False,True,False,False,2,3,3,28.9896
0,3,1,28,0,0,7.2292,True,True,False,False,True,False,False,True,1,2,0,7.2292
0,3,1,40,0,0,7.75,True,True,True,False,True,False,False,True,1,3,0,7.75
1,2,0,50,0,0,10.5,False,True,False,True,False,True,True,False,1,3,1,10.5
0,1,1,28,0,0,221.7792,True,True,False,True,True,False,False,False,1,2,3,221.7792
0,3,1,39,0,0,7.925,True,True,False,True,True,False,False,True,1,3,0,7.925
0,2,1,23,2,1,11.5,True,False,False,True,True,False,True,False,4,2,1,2.875
1,2,0,2,1,1,26.0,False,False,False,True,False,False,True,False,3,0,2,8.666666666666666
0,3,1,28,0,0,7.2292,True,True,False,False,True,False,False,True,1,2,0,7.2292
0,3,1,17,1,1,7.2292,True,False,False,False,True,False,False,True,3,1,0,2.409733333333333
1,3,0,28,0,2,22.3583,False,False,False,False,False,True,False,True,3,2,2,7.452766666666666
0,3,0,30,0,0,8.6625,False,True,False,True,False,True,False,True,1,2,1,8.6625
1,2,0,7,0,2,26.25,False,False,False,True,False,False,True,False,3,0,2,8.75
0,1,1,45,0,0,26.55,True,True,False,True,True,False,False,False,1,3,2,26.55
1,1,0,30,0,0,106.425,False,True,False,False,False,True,False,False,1,2,3,106.425
0,3,1,28,0,0,14.5,True,True,False,True,True,False,False,True,1,2,1,14.5
1,1,0,22,0,2,49.5,False,False,False,False,False,True,False,False,3,2,3,16.5
1,1,0,36,0,2,71.0,False,False,False,True,False,True,False,False,3,3,3,23.666666666666668
0,3,0,9,4,2,31.275,False,False,False,True,False,False,False,True,7,0,2,4.4678571428571425
0,3,0,11,4,2,31.275,False,False,False,True,False,False,False,True,7,0,2,4.4678571428571425
1,2,1,32,1,0,26.0,True,False,False,True,True,False,True,False,2,2,2,13.0
0,1,1,50,1,0,106.425,True,False,False,False,True,False,False,False,2,3,3,53.2125
0,1,1,64,0,0,26.0,True,True,False,True,True,False,False,False,1,,2,26.0
1,2,0,19,1,0,26.0,False,False,False,True,False,True,True,False,2,2,2,13.0
1,2,1,28,0,0,13.8625,True,True,False,False,True,False,True,False,1,2,1,13.8625
0,3,1,33,1,1,20.525,True,False,False,True,True,False,False,True,3,2,2,6.841666666666666
1,2,1,8,1,1,36.75,False,False,False,True,False,False,True,False,3,0,3,12.25
1,1,1,17,0,2,110.8833,True,False,False,False,True,False,False,False,3,1,3,36.9611
0,2,1,27,0,0,26.0,True,True,False,True,True,False,True,False,1,2,2,26.0
0,3,1,28,0,0,7.8292,True,True,True,False,True,False,False,True,1,2,0,7.8292
1,3,1,22,0,0,7.225,True,True,False,False,True,False,False,True,1,2,0,7.225
1,3,0,22,0,0,7.775,False,True,False,True,False,True,False,True,1,2,0,7.775
0,1,1,62,0,0,26.55,True,True,False,True,True,False,False,False,1,,2,26.55
1,1,0,48,1,0,39.6,False,False,False,False,False,True,False,False,2,3,3,19.8
0,1,1,28,0,0,227.525,True,True,False,False,True,False,False,False,1,2,3,227.525
1,1,0,39,1,1,79.65,False,False,False,True,False,True,False,False,3,3,3,26.55
1,3,0,36,1,0,17.4,False,False,False,True,False,True,False,True,2,3,2,8.7
0,3,1,28,0,0,7.75,True,True,True,False,True,False,False,True,1,2,0,7.75
0,3,1,40,0,0,7.8958,True,True,False,True,True,False,False,True,1,3,0,7.8958
0,2,1,28,0,0,13.5,True,True,False,True,True,False,True,False,1,2,1,13.5
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
0,3,0,28,0,0,8.05,False,True,False,True,False,True,False,True,1,2,1,8.05
0,3,1,24,2,0,24.15,True,False,False,True,True,False,False,True,3,2,2,8.049999999999999
0,3,1,19,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
0,3,0,29,0,4,21.075,False,False,False,True,False,True,False,True,5,2,2,4.215
0,3,1,28,0,0,7.2292,True,True,False,False,True,False,False,True,1,2,0,7.2292
1,3,1,32,0,0,7.8542,True,True,False,True,True,False,False,True,1,2,0,7.8542
1,2,1,62,0,0,10.5,True,True,False,True,True,False,True,False,1,,1,10.5
1,1,0,53,2,0,51.4792,False,False,False,True,False,True,False,False,3,3,3,17.15973333333333
1,1,1,36,0,0,26.3875,True,True,False,True,True,False,False,False,1,3,2,26.3875
1,3,0,28,0,0,7.75,False,True,True,False,False,True,False,True,1,2,0,7.75
0,3,1,16,0,0,8.05,True,True,False,True,True,False,False,True,1,1,1,8.05
0,3,1,19,0,0,14.5,True,True,False,True,True,False,False,True,1,2,1,14.5
1,2,0,34,0,0,13.0,False,True,False,True,False,True,True,False,1,2,1,13.0
1,1,0,39,1,0,55.9,False,False,False,True,False,True,False,False,2,3,3,27.95
0,3,0,28,1,0,14.4583,False,False,False,False,False,True,False,True,2,2,1,7.22915
1,3,1,32,0,0,7.925,True,True,False,True,True,False,False,True,1,2,0,7.925
1,2,0,25,1,1,30.0,False,False,False,True,False,True,True,False,3,2,2,10.0
1,1,0,39,1,1,110.8833,False,False,False,False,False,True,False,False,3,3,3,36.9611
0,2,1,54,0,0,26.0,True,True,False,True,True,False,True,False,1,3,2,26.0
0,1,1,36,0,0,40.125,True,True,False,False,True,False,False,False,1,3,3,40.125
0,3,1,28,0,0,8.7125,True,True,False,False,True,False,False,True,1,2,1,8.7125
1,1,0,18,0,2,79.65,False,False,False,True,False,True,False,False,3,1,3,26.55
0,2,1,47,0,0,15.0,True,True,False,True,True,False,True,False,1,3,1,15.0
1,1,1,60,1,1,79.2,True,False,False,False,True,False,False,False,3,3,3,26.400000000000002
0,3,1,22,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
0,3,1,28,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
0,3,1,35,0,0,7.125,True,True,False,True,True,False,False,True,1,2,0,7.125
1,1,0,52,1,0,78.2667,False,False,False,False,False,True,False,False,2,3,3,39.13335
0,3,1,47,0,0,7.25,True,True,False,True,True,False,False,True,1,3,0,7.25
0,3,0,28,0,2,7.75,False,False,True,False,False,True,False,True,3,2,0,2.5833333333333335
0,2,1,37,1,0,26.0,True,False,False,True,True,False,True,False,2,3,2,13.0
0,3,1,36,1,1,24.15,True,False,False,True,True,False,False,True,3,3,2,8.049999999999999
1,2,0,28,0,0,33.0,False,True,False,True,False,True,True,False,1,2,3,33.0
0,3,1,49,0,0,0.0,True,True,False,True,True,False,False,True,1,3,0,0.0
0,3,1,28,0,0,7.225,True,True,False,False,True,False,False,True,1,2,0,7.225
1,1,1,49,1,0,56.9292,True,False,False,False,True,False,False,False,2,3,3,28.4646
1,2,0,24,2,1,27.0,False,False,False,True,False,True,True,False,4,2,2,6.75
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
0,1,1,28,0,0,42.4,True,True,False,True,True,False,False,False,1,2,3,42.4
0,3,1,44,0,0,8.05,True,True,False,True,True,False,False,True,1,3,1,8.05
1,1,1,35,0,0,26.55,True,True,False,False,True,False,False,False,1,2,2,26.55
0,3,1,36,1,0,15.55,True,False,False,True,True,False,False,True,2,3,2,7.775
0,3,1,30,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
1,1,1,27,0,0,30.5,True,True,False,True,True,False,False,False,1,2,2,30.5
1,2,0,22,1,2,41.5792,False,False,False,False,False,True,True,False,4,2,3,10.3948
1,1,0,40,0,0,153.4625,False,True,False,True,False,True,False,False,1,3,3,153.4625
0,3,0,39,1,5,31.275,False,False,False,True,False,True,False,True,7,3,2,4.4678571428571425
0,3,1,28,0,0,7.05,True,True,False,True,True,False,False,True,1,2,0,7.05
1,3,0,28,1,0,15.5,False,False,True,False,False,True,False,True,2,2,2,7.75
0,3,1,28,0,0,7.75,True,True,True,False,True,False,False,True,1,2,0,7.75
0,3,1,35,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
1,2,0,24,1,2,65.0,False,False,False,True,False,True,True,False,4,2,3,16.25
0,3,1,34,1,1,14.4,True,False,False,True,True,False,False,True,3,2,1,4.8
0,3,0,26,1,0,16.1,False,False,False,True,False,True,False,True,2,2,2,8.05
1,2,0,4,2,1,39.0,False,False,False,True,False,False,True,False,4,0,3,9.75
0,2,1,26,0,0,10.5,True,True,False,True,True,False,True,False,1,2,1,10.5
0,3,1,27,1,0,14.4542,True,False,False,False,True,False,False,True,2,2,1,7.2271
1,1,1,42,1,0,52.5542,True,False,False,True,True,False,False,False,2,3,3,26.2771
1,3,1,20,1,1,15.7417,True,False,False,False,True,False,False,True,3,2,2,5.247233333333333
0,3,1,21,0,0,7.8542,True,True,False,True,True,False,False,True,1,2,0,7.8542
0,3,1,21,0,0,16.1,True,True,False,True,True,False,False,True,1,2,2,16.1
0,1,1,61,0,0,32.3208,True,True,False,True,True,False,False,False,1,,3,32.3208
0,2,1,57,0,0,12.35,True,True,True,False,True,False,True,False,1,3,1,12.35
1,1,0,21,0,0,77.9583,False,True,False,True,False,True,False,False,1,2,3,77.9583
0,3,1,26,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
0,3,1,28,0,0,7.7333,True,True,True,False,True,False,False,True,1,2,0,7.7333
1,1,1,80,0,0,30.0,True,True,False,True,True,False,False,False,1,,2,30.0
0,3,1,51,0,0,7.0542,True,True,False,True,True,False,False,True,1,3,0,7.0542
1,1,1,32,0,0,30.5,True,True,False,False,True,False,False,False,1,2,2,30.5
0,1,1,28,0,0,0.0,True,True,False,True,True,False,False,False,1,2,0,0.0
0,3,0,9,3,2,27.9,False,False,False,True,False,False,False,True,6,0,2,4.6499999999999995
1,2,0,28,0,0,13.0,False,True,False,True,False,True,True,False,1,2,1,13.0
0,3,1,32,0,0,7.925,True,True,False,True,True,False,False,True,1,2,0,7.925
0,2,1,31,1,1,26.25,True,False,False,True,True,False,True,False,3,2,2,8.75
0,3,0,41,0,5,39.6875,False,False,False,True,False,True,False,True,6,3,3,6.614583333333333
0,3,1,28,1,0,16.1,True,False,False,True,True,False,False,True,2,2,2,8.05
0,3,1,20,0,0,7.8542,True,True,False,True,True,False,False,True,1,2,0,7.8542
1,1,0,24,0,0,69.3,False,True,False,False,False,True,False,False,1,2,3,69.3
0,3,0,2,3,2,27.9,False,False,False,True,False,False,False,True,6,0,2,4.6499999999999995
1,3,1,28,0,0,56.4958,True,True,False,True,True,False,False,True,1,2,3,56.4958
1,3,0,0,2,1,19.2583,False,False,False,False,False,False,False,True,4,,2,4.814575
1,1,1,48,1,0,76.7292,True,False,False,False,True,False,False,False,2,3,3,38.3646
0,3,1,19,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
1,1,1,56,0,0,35.5,True,True,False,False,True,False,False,False,1,3,3,35.5
0,3,1,28,0,0,7.55,True,True,False,True,True,False,False,True,1,2,0,7.55
1,3,0,23,0,0,7.55,False,True,False,True,False,True,False,True,1,2,0,7.55
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
1,2,0,18,0,1,23.0,False,False,False,True,False,True,True,False,2,1,2,11.5
0,3,1,21,0,0,8.4333,True,True,False,True,True,False,False,True,1,2,1,8.4333
1,3,0,28,0,0,7.8292,False,True,True,False,False,True,False,True,1,2,0,7.8292
0,3,0,18,0,0,6.75,False,True,True,False,False,True,False,True,1,1,0,6.75
0,2,1,24,2,0,73.5,True,False,False,True,True,False,True,False,3,2,3,24.5
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
0,3,0,32,1,1,15.5,False,False,True,False,False,True,False,True,3,2,2,5.166666666666667
0,2,1,23,0,0,13.0,True,True,False,True,True,False,True,False,1,2,1,13.0
0,1,1,58,0,2,113.275,True,False,False,False,True,False,False,False,3,3,3,37.75833333333333
1,1,1,50,2,0,133.65,True,False,False,True,True,False,False,False,3,3,3,44.550000000000004
0,3,1,40,0,0,7.225,True,True,False,False,True,False,False,True,1,3,0,7.225
0,1,1,47,0,0,25.5875,True,True,False,True,True,False,False,False,1,3,2,25.5875
0,3,1,36,0,0,7.4958,True,True,False,True,True,False,False,True,1,3,0,7.4958
1,3,1,20,1,0,7.925,True,False,False,True,True,False,False,True,2,2,0,3.9625
0,2,1,32,2,0,73.5,True,False,False,True,True,False,True,False,3,2,3,24.5
0,2,1,25,0,0,13.0,True,True,False,True,True,False,True,False,1,2,1,13.0
0,3,1,28,0,0,7.775,True,True,False,True,True,False,False,True,1,2,0,7.775
0,3,1,43,0,0,8.05,True,True,False,True,True,False,False,True,1,3,1,8.05
1,1,0,28,1,0,52.0,False,False,False,True,False,True,False,False,2,2,3,26.0
1,2,0,40,1,1,39.0,False,False,False,True,False,True,True,False,3,3,3,13.0
0,1,1,31,1,0,52.0,True,False,False,True,True,False,False,False,2,2,3,26.0
0,2,1,70,0,0,10.5,True,True,False,True,True,False,True,False,1,,1,10.5
1,2,1,31,0,0,13.0,True,True,False,True,True,False,True,False,1,2,1,13.0
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False,1,2,0,0.0
0,3,1,18,0,0,7.775,True,True,False,True,True,False,False,True,1,1,0,7.775
0,3,1,24,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
1,3,0,18,0,0,9.8417,False,True,False,True,False,True,False,True,1,1,1,9.8417
0,3,0,43,1,6,46.9,False,False,False,True,False,True,False,True,8,3,3,5.8625
1,1,1,36,0,1,512.3292,True,False,False,False,True,False,False,False,2,3,3,256.1646
0,3,0,28,0,0,8.1375,False,True,True,False,False,True,False,True,1,2,1,8.1375
1,1,1,27,0,0,76.7292,True,True,False,False,True,False,False,False,1,2,3,76.7292
0,3,1,20,0,0,9.225,True,True,False,True,True,False,False,True,1,2,1,9.225
0,3,1,14,5,2,46.9,False,False,False,True,False,False,False,True,8,1,3,5.8625
0,2,1,60,1,1,39.0,True,False,False,True,True,False,True,False,3,3,3,13.0
0,2,1,25,1,2,41.5792,True,False,False,False,True,False,True,False,4,2,3,10.3948
0,3,1,14,4,1,39.6875,False,False,False,True,False,False,False,True,6,1,3,6.614583333333333
0,3,1,19,0,0,10.1708,True,True,False,True,True,False,False,True,1,2,1,10.1708
0,3,1,18,0,0,7.7958,True,True,False,True,True,False,False,True,1,1,0,7.7958
1,1,0,15,0,1,211.3375,False,False,False,True,False,False,False,False,2,1,3,105.66875
1,1,1,31,1,0,57.0,True,False,False,True,True,False,False,False,2,2,3,28.5
1,3,0,4,0,1,13.4167,False,False,False,False,False,False,False,True,2,0,1,6.70835
1,3,1,28,0,0,56.4958,True,True,False,True,True,False,False,True,1,2,3,56.4958
0,3,1,25,0,0,7.225,True,True,False,False,True,False,False,True,1,2,0,7.225
0,1,1,60,0,0,26.55,True,True,False,True,True,False,False,False,1,3,2,26.55
0,2,1,52,0,0,13.5,True,True,False,True,True,False,True,False,1,3,1,13.5
0,3,1,44,0,0,8.05,True,True,False,True,True,False,False,True,1,3,1,8.05
1,3,0,28,0,0,7.7333,False,True,True,False,False,True,False,True,1,2,0,7.7333
0,1,1,49,1,1,110.8833,True,False,False,False,True,False,False,False,3,3,3,36.9611
0,3,1,42,0,0,7.65,True,True,False,True,True,False,False,True,1,3,0,7.65
1,1,0,18,1,0,227.525,False,False,False,False,False,True,False,False,2,1,3,113.7625
1,1,1,35,0,0,26.2875,True,True,False,True,True,False,False,False,1,2,2,26.2875
0,3,0,18,0,1,14.4542,False,False,False,False,False,True,False,True,2,1,1,7.2271
0,3,1,25,0,0,7.7417,True,True,True,False,True,False,False,True,1,2,0,7.7417
0,3,1,26,1,0,7.8542,True,False,False,True,True,False,False,True,2,2,0,3.9271
0,2,1,39,0,0,26.0,True,True,False,True,True,False,True,False,1,3,2,26.0
1,2,0,45,0,0,13.5,False,True,False,True,False,True,True,False,1,3,1,13.5
1,1,1,42,0,0,26.2875,True,True,False,True,True,False,False,False,1,3,2,26.2875
1,1,0,22,0,0,151.55,False,True,False,True,False,True,False,False,1,2,3,151.55
1,3,1,28,1,1,15.2458,True,False,False,False,True,False,False,True,3,2,2,5.081933333333333
1,1,0,24,0,0,49.5042,False,True,False,False,False,True,False,False,1,2,3,49.5042
0,1,1,28,0,0,26.55,True,True,False,True,True,False,False,False,1,2,2,26.55
